recipient_parent_name1,current_total_value_of_award,potential_total_value_of_award,number_of_offers_received,number_of_employees,annual_revenue,awards_counts,recipient_name,recipient_parent_name,organizational_type,contracting_officers_determination_of_business_size,organizational_type,year
1105MEDIAINC,0.0,0.0,1.0,100.0,3500000.0,1,1105 MEDIA INC,1105 MEDIA INC,,SMALL BUSINESS,,2009
12THKASSOCIATESLIMITEDPARTNERHIP,48795.9,0.0,0.0,85.0,14092771.0,3,12TH & K ASSOCIATES LIMITED PARTNERHIP,12TH & K ASSOCIATES LIMITED PARTNERHIP,OTHER,SMALL BUSINESS,OTHER,2009
1615LLLLLC,19527.0,0.0,0.0,70.0,6500000.0,1,1615 LLL LIMITED PARTNERSHIP,1615-LLL  LLC,,SMALL BUSINESS,,2009
17MACHINERYLLC,4462.0,4462.0,1.0,3.0,393395.0,1,17 MACHINERY LLC,17 MACHINERY  LLC,,SMALL BUSINESS,,2009
20THCENTURYREFUSEREMOVALCOMPANY,191347.4,191347.4,4.0,12.0,3000000.0,2,20TH CENTURY REFUSE REMOVAL COMPANY,20TH CENTURY REFUSE REMOVAL COMPANY,,SMALL BUSINESS,,2009
21002NDSTREETHOLDINGSLLC,11033.88,11033.88,1.0,2.0,12.0,1,2100 2ND STREET HOLDINGS LIMITED LIABILITY COMPANY,2100 2ND STREET HOLDINGS  LLC,,OTHER THAN SMALL BUSINESS,,2009
2101WISCONSINASSOCIATES,29837.0,0.0,0.0,130.0,500000.0,2,2101 WISCONSIN ASSOCIATES,2101 WISCONSIN ASSOCIATES,,OTHER THAN SMALL BUSINESS,,2009
21STCENTURYSYSTEMSINC,0.0,0.0,179.0,137.5,14000000.0,2,21ST CENTURY SYSTEMS INCORPORATED,"21ST CENTURY SYSTEMS, INC.",,SMALL BUSINESS,,2009
270NETTECHNOLOGIESINC,0.0,0.0,0.0,7.0,758000.0,1,270NET TECHNOLOGIES,"270NET TECHNOLOGIES, INC.",,SMALL BUSINESS,,2009
3001INC,176066.0,176066.0,16.0,147.0,24.0,1,3001 INCORPORATED,3001  INC.,,OTHER THAN SMALL BUSINESS,,2009
3MCOMPANY,31755.33,31755.33,3021.0,3115722.9166666665,47621361125.0,24,3M COMPANY,3M COMPANY,,OTHER THAN SMALL BUSINESS,,2009
3SGROUPINC,652701.0,652701.0,1.0,12.0,3000000.0,1,"3S GROUP, INC",3S GROUP  INC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,CORPORATE NOT TAX EXEMPT,2009
3SLINCORPORATED,0.0,0.0,999.0,10.0,1800000.0,1,"3SL, INCORPORATED","3SL, INCORPORATED",,SMALL BUSINESS,,2009
3TEXINC,0.0,0.0,80.0,35.0,2000000.0,1,"3TEX, INC.","3TEX, INC.",,SMALL BUSINESS,,2009
3VETSINC,7755.05,7755.05,12990.0,4.0,125000.0,14,3 VETS INCORPORATED,3-VETS  INC.,,SMALL BUSINESS,,2009
4BAGRICULTURALCONSULTANTSINC,0.0,0.0,0.0,2.0,50000.0,1,4B AGRICULTURAL CONSULTANTS INC,4B AGRICULTURAL CONSULTANTS INC,,SMALL BUSINESS,,2009
4IMPRINTGROUPPLC,13294.96,13294.96,3.0,625.0,93000000.0,1,4IMPRINT INCORPORATED,4IMPRINT GROUP PLC,,SMALL BUSINESS,,2009
7DELTAINC,0.0,0.0,1.0,5.0,300000.0,1,7 DELTA INC.,7 DELTA INC.,,SMALL BUSINESS,,2009
AAAFOUNDATIONFORTRAFFICSAFETY,0.0,0.0,1.0,7.0,2267622.0,1,AAA FOUNDATION FOR TRAFFIC SAFETY,AAA FOUNDATION FOR TRAFFIC SAFETY,,OTHER THAN SMALL BUSINESS,,2009
AAALASERSERVICESUPPLIESINC,0.0,0.0,1998.0,6.0,3000000.0,2,"AAA LASER SERVICE & SUPPLIES, INC.","AAA LASER SERVICE & SUPPLIES, INC.",,SMALL BUSINESS,,2009
AACINC,0.0,0.0,1.0,25.0,500000.0,1,AAC INCORPORATED (7790),"AAC, INC.",,SMALL BUSINESS,,2009
AAMCINC,1010295.0,1010295.0,2.0,31.0,10000000.0,2,AAMC INCORPORATED,A.A.M.C. INC.,,SMALL BUSINESS,,2009
AARCORP,1592488.2199999997,1592488.2199999997,7.0,1720.0,443333333.3333333,3,"AAR ALLEN SERVICES, INC.",AAR CORP.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,CORPORATE NOT TAX EXEMPT,2009
AARDVARK,0.0,0.0,0.0,0.0,0.0,1,"AARDVARK TACTICAL, INC",AARDVARK,,SMALL BUSINESS,,2009
AARDVARKTACTICALINC,7760.49,7760.49,0.0,0.0,0.0,1,"AARDVARK TACTICAL, INC",AARDVARK TACTICAL  INC.,,SMALL BUSINESS,,2009
AATOWERINC,0.0,0.0,1.0,2.0,364679.0,1,ATLANTIC COMMUNICATIONS,"AA TOWER, INC.",,SMALL BUSINESS,,2009
ABACUSTECHNOLOGYCORPORATION,0.0,0.0,48.0,266.6666666666667,36000000.0,3,ABACUS TECHNOLOGY CORPORATION,ABACUS TECHNOLOGY CORPORATION,,SMALL BUSINESS,,2009
ABBLTD,3026892.06,3026892.06,3.0,40333.666666666664,1066666667.0,3,ABB INC.,ABB LTD,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,CORPORATE NOT TAX EXEMPT,2009
ABBOTTLABORATORIES,27145.86,27145.86,7.0,57421.75,47207550.0,8,ABBOTT LABORATORIES INCORPORATED,ABBOTT LABORATORIES,,OTHER THAN SMALL BUSINESS,,2009
ABCIMAGINGOFWASHINGTONINC,4800.0,4800.0,2.0,481.0,49612000.0,1,"ABC IMAGING OF WASHINGTON, INC",ABC IMAGING OF WASHINGTON  INC.,,SMALL BUSINESS,,2009
ABCJANITORSOFSTCROIXINC,0.0,0.0,1.0,5.0,800000.0,1,A B C JANITORS OF ST CROIX INC,A B C JANITORS OF ST CROIX INC,,SMALL BUSINESS,,2009
ABEECSERVICEINC,0.0,0.0,1.0,49.0,3000000.0,1,A BEE C SERVICE INCORPORATED,"A BEE C SERVICE, INC.",,SMALL BUSINESS,,2009
ABLEINDUSTRIESOFTHEPACIFIC,0.0,0.0,1.0,60.0,4250000.0,1,ABLE INDUSTRIES OF THE PACIFIC,ABLE INDUSTRIES OF THE PACIFIC,,OTHER THAN SMALL BUSINESS,,2009
