recipient_parent_name1,current_total_value_of_award,potential_total_value_of_award,number_of_offers_received,number_of_employees,annual_revenue,awards_counts,recipient_name,recipient_parent_name,organizational_type,contracting_officers_determination_of_business_size,organizational_type,year
101MOBILITYLLC,0.0,0.0,999.0,6.0,2000000.0,1,"101MOBILITY, LLC","101 MOBILITY, LLC",,SMALL BUSINESS,,2010
110INC,0.0,0.0,1.0,8.0,3000000.0,1,"110, INC.","110, INC.",,SMALL BUSINESS,,2010
1615LLLLLC,27287.0,0.0,0.0,70.0,6500000.0,2,1615 LLL LIMITED PARTNERSHIP,1615-LLL  LLC,,SMALL BUSINESS,,2010
16THKHOTELSUBLESSEELP,23920.82,0.0,3.0,0.0,0.0,2,16TH & K HOTEL SUBLESSEE LP,16TH & K HOTEL SUBLESSEE LP,,SMALL BUSINESS,,2010
17MACHINERYLLC,41012.46000000001,41012.46000000001,6.0,4.0,651882.0,4,17 MACHINERY LLC,17 MACHINERY  LLC,OTHER,SMALL BUSINESS,OTHER,2010
17THSTPHOTOSUPPLYINC,117249.6,117249.6,3024.0,12.0,17142857.14285714,14,17TH STREET PHOTO SUPPLY INCORPORATED,17TH ST. PHOTO SUPPLY  INC.,,SMALL BUSINESS,,2010
180SINC,10808156.4,10808156.4,21.0,0.0,0.0,1,"180S, LLC",180S  INC.,,SMALL BUSINESS,,2010
1901GROUPLLC,0.0,0.0,1000.0,14.0,333000.0,2,"1901 GROUP, LLC","1901 GROUP, LLC",,SMALL BUSINESS,,2010
1ACONSTRUCTIONFIRELLP,0.0,0.0,2.0,5.0,425000.0,1,1 A CONSTRUCTION AND FIRE LLP,1-A CONSTRUCTION & FIRE LLP,,SMALL BUSINESS,,2010
1STAMERICANSYSTEMSANDSERVICESLLC,0.0,0.0,10.0,1.0,78610.0,2,1ST AMERICAN SYSTEMS AND SERVICES LLC,1ST AMERICAN SYSTEMS AND SERVICES LLC,,SMALL BUSINESS,,2010
1STFIREPROTECTIONCODECONSULTANTSLLC,0.0,0.0,1.0,1.0,250000.0,1,"1ST FIRE PROTECTION AND CODE CONSULTANTS, LLC","1ST FIRE PROTECTION & CODE CONSULTANTS, LLC",,SMALL BUSINESS,,2010
2020COMPANYLLC,16550478.780000001,18284713.04,5114.0,77.07142857142857,4303840.214285715,28,"2020 COMPANY, LLC",2020 COMPANY  LLC,OTHER,SMALL BUSINESS,OTHER,2010
21CTINC,0.0,0.0,20.0,45.0,7920693.0,1,"21CT, INC.","21CT, INC.",,SMALL BUSINESS,,2010
21STCENTURYSOLUTIONSLLC,30336.960000000003,30336.960000000003,20.0,10.0,3829419.0,6,21ST CENTURY SOLUTIONS LLC,21ST CENTURY SOLUTIONS LLC,PARTNERSHIP,SMALL BUSINESS,PARTNERSHIP,2010
21STCENTURYSYSTEMSINC,903472.91,903472.91,1.0,70.0,17000000.0,1,"21ST CENTURY SYSTEMS, INC.",21ST CENTURY SYSTEMS  INC.,,SMALL BUSINESS,,2010
21STCENTURYTECHNOLOGIESINC,0.0,725494565950.0,2024.0,3.0,200000.0,8,21ST CENTURY TECHNOLOGIES INC.,21ST CENTURY TECHNOLOGIES INC.,,SMALL BUSINESS,,2010
259HOLDINGSLTDLLC,0.0,0.0,32.0,5.8,2345000.0,10,259 HOLDINGS LIMITED LIMITED LIABILITY COMPANY,"259 HOLDINGS, LTD., LLC",,SMALL BUSINESS,,2010
270NETTECHNOLOGIESINC,0.0,0.0,999.0,7.0,758000.0,1,270NET TECHNOLOGIES,"270NET TECHNOLOGIES, INC.",,SMALL BUSINESS,,2010
270WEBINC,0.0,0.0,0.0,7.0,758000.0,1,270NET TECHNOLOGIES,"270 WEB, INC.",,SMALL BUSINESS,,2010
2NDNATURELLC,201220.78,201220.78,1.0,4.0,1.0,1,"2ND NATURE, LLC",2ND NATURE LLC,PARTNERSHIP,SMALL BUSINESS,PARTNERSHIP,2010
301ENVIRONMENTALCLEANUPINC,0.0,0.0,2.0,6.0,450000.0,1,301 ENVIRONMENTAL CLEAN UP INC,301 ENVIRONMENTAL CLEAN UP INC,,SMALL BUSINESS,,2010
360TECHNOLOGIESINC,0.0,0.0,1.0,20.0,5000000.0,1,360 TECHNOLOGIES INC,360 TECHNOLOGIES INC,,SMALL BUSINESS,,2010
360TENTSLLC,225705.75,225705.75,2.0,4.0,269957.0,1,360 TENTS LLC,360 TENTS  L.L.C.,OTHER,SMALL BUSINESS,OTHER,2010
3785THPHOTOCORP,3770.18,3770.18,3.0,15.0,1200000.0,1,378 5TH PHOTO CORP,378 5TH PHOTO CORP,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,CORPORATE NOT TAX EXEMPT,2010
3BSFORESTRYINCORPORATED,118297.0,0.0,0.0,70.0,70.0,1,"3B'S FORESTRY, INCORPORATED",3B'S FORESTRY  INCORPORATED,OTHER,SMALL BUSINESS,OTHER,2010
3DENVIROLOGICSLLC,0.0,0.0,1.0,2.0,185000.0,1,3D ENVIROLOGICS LLC,3D ENVIROLOGICS LLC,,SMALL BUSINESS,,2010
